"HB0953","2023/24","53","2023-12-20 00:00:00","Svar på interpellation 2023/24:146 om statlig kredit till Inlandsbanan","interpellationsdebatt","152","Statsrådet Andreas Carlson (KD)","KD","0542160909628","HB10146","N"
"HB0953","2023/24","53","2023-12-20 00:00:00","Svar på interpellation 2023/24:146 om statlig kredit till Inlandsbanan","interpellationsdebatt","153","Isak From (S)","S","0506482805418","HB10146","N"
"HB0953","2023/24","53","2023-12-20 00:00:00","Svar på interpellation 2023/24:146 om statlig kredit till Inlandsbanan","interpellationsdebatt","154","Gunilla Svantorp (S)","S","0801311569314","HB10146","N"
"HB0953","2023/24","53","2023-12-20 00:00:00","Svar på interpellation 2023/24:146 om statlig kredit till Inlandsbanan","interpellationsdebatt","155","Lena Bäckelin (S)","S","0599661454115","HB10146","N"
"HB0953","2023/24","53","2023-12-20 00:00:00","Svar på interpellation 2023/24:146 om statlig kredit till Inlandsbanan","interpellationsdebatt","156","Statsrådet Andreas Carlson (KD)","KD","0542160909628","HB10146","N"
"HB0953","2023/24","53","2023-12-20 00:00:00","Svar på interpellation 2023/24:146 om statlig kredit till Inlandsbanan","interpellationsdebatt","157","Isak From (S)","S","0506482805418","HB10146","N"
"HB0953","2023/24","53","2023-12-20 00:00:00","Svar på interpellation 2023/24:146 om statlig kredit till Inlandsbanan","interpellationsdebatt","158","Statsrådet Andreas Carlson (KD)","KD","0542160909628","HB10146","N"
"HB0953","2023/24","53","2023-12-20 00:00:00","Svar på interpellationerna 2023/24:149 och 159 om bostadsbyggande","interpellationsdebatt","159","Statsrådet Andreas Carlson (KD)","KD","0542160909628","HB10149, HB10159","N"
"HB0953","2023/24","53","2023-12-20 00:00:00","Allmänna bidrag till kommuner","ärendedebatt","16","Eva Lindh (S)","S","0780214960516","HB01FiU3","Y"
"HB0953","2023/24","53","2023-12-20 00:00:00","Svar på interpellationerna 2023/24:149 och 159 om bostadsbyggande","interpellationsdebatt","160","Isak From (S)","S","0506482805418","HB10149, HB10159","N"
"HB0953","2023/24","53","2023-12-20 00:00:00","Svar på interpellationerna 2023/24:149 och 159 om bostadsbyggande","interpellationsdebatt","161","Sofie Eriksson (S)","S","023732429721","HB10149, HB10159","N"
"HB0953","2023/24","53","2023-12-20 00:00:00","Svar på interpellationerna 2023/24:149 och 159 om bostadsbyggande","interpellationsdebatt","162","Roger Hedlund (SD)","SD","0773497241728","HB10149, HB10159","N"
"HB0953","2023/24","53","2023-12-20 00:00:00","Svar på interpellationerna 2023/24:149 och 159 om bostadsbyggande","interpellationsdebatt","163","Statsrådet Andreas Carlson (KD)","KD","0542160909628","HB10149, HB10159","N"
"HB0953","2023/24","53","2023-12-20 00:00:00","Svar på interpellationerna 2023/24:149 och 159 om bostadsbyggande","interpellationsdebatt","164","Isak From (S)","S","0506482805418","HB10149, HB10159","N"
"HB0953","2023/24","53","2023-12-20 00:00:00","Svar på interpellationerna 2023/24:149 och 159 om bostadsbyggande","interpellationsdebatt","165","Sofie Eriksson (S)","S","023732429721","HB10149, HB10159","N"
"HB0953","2023/24","53","2023-12-20 00:00:00","Svar på interpellationerna 2023/24:149 och 159 om bostadsbyggande","interpellationsdebatt","166","Roger Hedlund (SD)","SD","0773497241728","HB10149, HB10159","N"
"HB0953","2023/24","53","2023-12-20 00:00:00","Svar på interpellationerna 2023/24:149 och 159 om bostadsbyggande","interpellationsdebatt","167","Statsrådet Andreas Carlson (KD)","KD","0542160909628","HB10149, HB10159","N"
"HB0953","2023/24","53","2023-12-20 00:00:00","Svar på interpellationerna 2023/24:149 och 159 om bostadsbyggande","interpellationsdebatt","168","Isak From (S)","S","0506482805418","HB10149, HB10159","N"
"HB0953","2023/24","53","2023-12-20 00:00:00","Svar på interpellationerna 2023/24:149 och 159 om bostadsbyggande","interpellationsdebatt","169","Sofie Eriksson (S)","S","023732429721","HB10149, HB10159","N"
"HB0953","2023/24","53","2023-12-20 00:00:00","Allmänna bidrag till kommuner","ärendedebatt","17","Mattias Eriksson Falk (SD)","SD","0671571847522","HB01FiU3","Y"
"HB0953","2023/24","53","2023-12-20 00:00:00","Svar på interpellationerna 2023/24:149 och 159 om bostadsbyggande","interpellationsdebatt","170","Statsrådet Andreas Carlson (KD)","KD","0542160909628","HB10149, HB10159","N"
"HB0953","2023/24","53","2023-12-20 00:00:00","Svar på interpellation 2023/24:151 om situationen på bostadsmarknaden","interpellationsdebatt","171","Statsrådet Andreas Carlson (KD)","KD","0542160909628","HB10151","N"
"HB0953","2023/24","53","2023-12-20 00:00:00","Svar på interpellation 2023/24:151 om situationen på bostadsmarknaden","interpellationsdebatt","172","Malcolm Momodou Jallow (V)","V","0254695027922","HB10151","N"
"HB0953","2023/24","53","2023-12-20 00:00:00","Svar på interpellation 2023/24:151 om situationen på bostadsmarknaden","interpellationsdebatt","173","Roger Hedlund (SD)","SD","0773497241728","HB10151","N"
"HB0953","2023/24","53","2023-12-20 00:00:00","Svar på interpellation 2023/24:151 om situationen på bostadsmarknaden","interpellationsdebatt","174","Statsrådet Andreas Carlson (KD)","KD","0542160909628","HB10151","N"
"HB0953","2023/24","53","2023-12-20 00:00:00","Svar på interpellation 2023/24:151 om situationen på bostadsmarknaden","interpellationsdebatt","175","Malcolm Momodou Jallow (V)","V","0254695027922","HB10151","N"
"HB0953","2023/24","53","2023-12-20 00:00:00","Svar på interpellation 2023/24:151 om situationen på bostadsmarknaden","interpellationsdebatt","176","Roger Hedlund (SD)","SD","0773497241728","HB10151","N"
"HB0953","2023/24","53","2023-12-20 00:00:00","Svar på interpellation 2023/24:151 om situationen på bostadsmarknaden","interpellationsdebatt","177","Statsrådet Andreas Carlson (KD)","KD","0542160909628","HB10151","N"
"HB0953","2023/24","53","2023-12-20 00:00:00","Svar på interpellation 2023/24:151 om situationen på bostadsmarknaden","interpellationsdebatt","178","Malcolm Momodou Jallow (V)","V","0254695027922","HB10151","N"
"HB0953","2023/24","53","2023-12-20 00:00:00","Svar på interpellation 2023/24:151 om situationen på bostadsmarknaden","interpellationsdebatt","179","Statsrådet Andreas Carlson (KD)","KD","0542160909628","HB10151","N"
"HB0953","2023/24","53","2023-12-20 00:00:00","Allmänna bidrag till kommuner","ärendedebatt","18","Eva Lindh (S)","S","0780214960516","HB01FiU3","Y"
"HB0953","2023/24","53","2023-12-20 00:00:00","Svar på interpellation 2023/24:153 om reparationsberedskap inom transportområdet","interpellationsdebatt","180","Statsrådet Andreas Carlson (KD)","KD","0542160909628","HB10153","N"
"HB0953","2023/24","53","2023-12-20 00:00:00","Svar på interpellation 2023/24:153 om reparationsberedskap inom transportområdet","interpellationsdebatt","181","Gunilla Svantorp (S)","S","0801311569314","HB10153","N"
"HB0953","2023/24","53","2023-12-20 00:00:00","Svar på interpellation 2023/24:153 om reparationsberedskap inom transportområdet","interpellationsdebatt","182","Mattias Eriksson Falk (SD)","SD","0671571847522","HB10153","N"
"HB0953","2023/24","53","2023-12-20 00:00:00","Svar på interpellation 2023/24:153 om reparationsberedskap inom transportområdet","interpellationsdebatt","183","Statsrådet Andreas Carlson (KD)","KD","0542160909628","HB10153","N"
"HB0953","2023/24","53","2023-12-20 00:00:00","Svar på interpellation 2023/24:153 om reparationsberedskap inom transportområdet","interpellationsdebatt","184","Gunilla Svantorp (S)","S","0801311569314","HB10153","N"
"HB0953","2023/24","53","2023-12-20 00:00:00","Svar på interpellation 2023/24:153 om reparationsberedskap inom transportområdet","interpellationsdebatt","185","Mattias Eriksson Falk (SD)","SD","0671571847522","HB10153","N"
"HB0953","2023/24","53","2023-12-20 00:00:00","Svar på interpellation 2023/24:153 om reparationsberedskap inom transportområdet","interpellationsdebatt","186","Statsrådet Andreas Carlson (KD)","KD","0542160909628","HB10153","N"
"HB0953","2023/24","53","2023-12-20 00:00:00","Svar på interpellation 2023/24:153 om reparationsberedskap inom transportområdet","interpellationsdebatt","187","Gunilla Svantorp (S)","S","0801311569314","HB10153","N"
"HB0953","2023/24","53","2023-12-20 00:00:00","Svar på interpellation 2023/24:153 om reparationsberedskap inom transportområdet","interpellationsdebatt","188","Statsrådet Andreas Carlson (KD)","KD","0542160909628","HB10153","N"
"HB0953","2023/24","53","2023-12-20 00:00:00","Svar på interpellation 2023/24:157 om konsekvenser av marknaden inom järnvägssystemet","interpellationsdebatt","189","Statsrådet Andreas Carlson (KD)","KD","0542160909628","HB10157","N"
"HB0953","2023/24","53","2023-12-20 00:00:00","Allmänna bidrag till kommuner","ärendedebatt","19","Adam Reuterskiöld (M)","M","04571388712","HB01FiU3","Y"
"HB0953","2023/24","53","2023-12-20 00:00:00","Svar på interpellation 2023/24:157 om konsekvenser av marknaden inom järnvägssystemet","interpellationsdebatt","190","Gunilla Svantorp (S)","S","0801311569314","HB10157","N"
"HB0953","2023/24","53","2023-12-20 00:00:00","Svar på interpellation 2023/24:157 om konsekvenser av marknaden inom järnvägssystemet","interpellationsdebatt","191","Kadir Kasirga (S)","S","0425115010020","HB10157","N"
"HB0953","2023/24","53","2023-12-20 00:00:00","Svar på interpellation 2023/24:157 om konsekvenser av marknaden inom järnvägssystemet","interpellationsdebatt","192","Statsrådet Andreas Carlson (KD)","KD","0542160909628","HB10157","N"
"HB0953","2023/24","53","2023-12-20 00:00:00","Svar på interpellation 2023/24:157 om konsekvenser av marknaden inom järnvägssystemet","interpellationsdebatt","193","Gunilla Svantorp (S)","S","0801311569314","HB10157","N"
"HB0953","2023/24","53","2023-12-20 00:00:00","Svar på interpellation 2023/24:157 om konsekvenser av marknaden inom järnvägssystemet","interpellationsdebatt","194","Kadir Kasirga (S)","S","0425115010020","HB10157","N"
"HB0953","2023/24","53","2023-12-20 00:00:00","Svar på interpellation 2023/24:157 om konsekvenser av marknaden inom järnvägssystemet","interpellationsdebatt","195","Statsrådet Andreas Carlson (KD)","KD","0542160909628","HB10157","N"
"HB0953","2023/24","53","2023-12-20 00:00:00","Svar på interpellation 2023/24:157 om konsekvenser av marknaden inom järnvägssystemet","interpellationsdebatt","196","Gunilla Svantorp (S)","S","0801311569314","HB10157","N"
"HB0953","2023/24","53","2023-12-20 00:00:00","Svar på interpellation 2023/24:157 om konsekvenser av marknaden inom järnvägssystemet","interpellationsdebatt","197","Statsrådet Andreas Carlson (KD)","KD","0542160909628","HB10157","N"
"HB0953","2023/24","53","2023-12-20 00:00:00","Svar på interpellation 2023/24:192 om bostadspolitiken","interpellationsdebatt","198","Statsrådet Andreas Carlson (KD)","KD","0542160909628","HB10192","N"
"HB0953","2023/24","53","2023-12-20 00:00:00","Svar på interpellation 2023/24:192 om bostadspolitiken","interpellationsdebatt","199","Denis Begic (S)","S","0466653728712","HB10192","N"
"HB0953","2023/24","53","2023-12-20 00:00:00","Allmänna bidrag till kommuner","ärendedebatt","2","Janine Alm Ericson (MP)","MP","0316505710324","HB01FiU3","Y"
"HB0953","2023/24","53","2023-12-20 00:00:00","Allmänna bidrag till kommuner","ärendedebatt","20","Eva Lindh (S)","S","0780214960516","HB01FiU3","Y"
"HB0953","2023/24","53","2023-12-20 00:00:00","Svar på interpellation 2023/24:192 om bostadspolitiken","interpellationsdebatt","200","Roger Hedlund (SD)","SD","0773497241728","HB10192","N"
"HB0953","2023/24","53","2023-12-20 00:00:00","Svar på interpellation 2023/24:192 om bostadspolitiken","interpellationsdebatt","201","Markus Kallifatides (S)","S","0283284978818","HB10192","N"
"HB0953","2023/24","53","2023-12-20 00:00:00","Svar på interpellation 2023/24:192 om bostadspolitiken","interpellationsdebatt","202","Statsrådet Andreas Carlson (KD)","KD","0542160909628","HB10192","N"
"HB0953","2023/24","53","2023-12-20 00:00:00","Svar på interpellation 2023/24:192 om bostadspolitiken","interpellationsdebatt","203","Denis Begic (S)","S","0466653728712","HB10192","N"
"HB0953","2023/24","53","2023-12-20 00:00:00","Svar på interpellation 2023/24:192 om bostadspolitiken","interpellationsdebatt","204","Roger Hedlund (SD)","SD","0773497241728","HB10192","N"
"HB0953","2023/24","53","2023-12-20 00:00:00","Svar på interpellation 2023/24:192 om bostadspolitiken","interpellationsdebatt","205","Markus Kallifatides (S)","S","0283284978818","HB10192","N"
"HB0953","2023/24","53","2023-12-20 00:00:00","Svar på interpellation 2023/24:192 om bostadspolitiken","interpellationsdebatt","206","Statsrådet Andreas Carlson (KD)","KD","0542160909628","HB10192","N"
"HB0953","2023/24","53","2023-12-20 00:00:00","Svar på interpellation 2023/24:192 om bostadspolitiken","interpellationsdebatt","207","Denis Begic (S)","S","0466653728712","HB10192","N"
"HB0953","2023/24","53","2023-12-20 00:00:00","Svar på interpellation 2023/24:192 om bostadspolitiken","interpellationsdebatt","208","Statsrådet Andreas Carlson (KD)","KD","0542160909628","HB10192","N"
"HB0953","2023/24","53","2023-12-20 00:00:00","Svar på interpellation 2023/24:235 om Norrbotniabanan","interpellationsdebatt","209","Statsrådet Andreas Carlson (KD)","KD","0542160909628","HB10235","N"
"HB0953","2023/24","53","2023-12-20 00:00:00","Allmänna bidrag till kommuner","ärendedebatt","21","Adam Reuterskiöld (M)","M","04571388712","HB01FiU3","Y"
"HB0953","2023/24","53","2023-12-20 00:00:00","Svar på interpellation 2023/24:235 om Norrbotniabanan","interpellationsdebatt","210","Åsa Karlsson (S)","S","0648224557612","HB10235","N"
"HB0953","2023/24","53","2023-12-20 00:00:00","Svar på interpellation 2023/24:235 om Norrbotniabanan","interpellationsdebatt","211","Statsrådet Andreas Carlson (KD)","KD","0542160909628","HB10235","N"
"HB0953","2023/24","53","2023-12-20 00:00:00","Svar på interpellation 2023/24:235 om Norrbotniabanan","interpellationsdebatt","212","Åsa Karlsson (S)","S","0648224557612","HB10235","N"
"HB0953","2023/24","53","2023-12-20 00:00:00","Svar på interpellation 2023/24:235 om Norrbotniabanan","interpellationsdebatt","213","Statsrådet Andreas Carlson (KD)","KD","0542160909628","HB10235","N"
"HB0953","2023/24","53","2023-12-20 00:00:00","Svar på interpellation 2023/24:235 om Norrbotniabanan","interpellationsdebatt","214","Åsa Karlsson (S)","S","0648224557612","HB10235","N"
"HB0953","2023/24","53","2023-12-20 00:00:00","Svar på interpellation 2023/24:235 om Norrbotniabanan","interpellationsdebatt","215","Statsrådet Andreas Carlson (KD)","KD","0542160909628","HB10235","N"
"HB0953","2023/24","53","2023-12-20 00:00:00","Svar på interpellation 2023/24:234 om historiska fordon och ELV-förordningen","interpellationsdebatt","216","Statsrådet Romina Pourmokhtari (L)","L","0875693083423","HB10234","N"
"HB0953","2023/24","53","2023-12-20 00:00:00","Svar på interpellation 2023/24:234 om historiska fordon och ELV-förordningen","interpellationsdebatt","217","Isak From (S)","S","0506482805418","HB10234","N"
"HB0953","2023/24","53","2023-12-20 00:00:00","Svar på interpellation 2023/24:234 om historiska fordon och ELV-förordningen","interpellationsdebatt","218","Mattias Eriksson Falk (SD)","SD","0671571847522","HB10234","N"
"HB0953","2023/24","53","2023-12-20 00:00:00","Svar på interpellation 2023/24:234 om historiska fordon och ELV-förordningen","interpellationsdebatt","219","Statsrådet Romina Pourmokhtari (L)","L","0875693083423","HB10234","N"
"HB0953","2023/24","53","2023-12-20 00:00:00","Allmänna bidrag till kommuner","ärendedebatt","22","Eva Lindh (S)","S","0780214960516","HB01FiU3","Y"
"HB0953","2023/24","53","2023-12-20 00:00:00","Svar på interpellation 2023/24:234 om historiska fordon och ELV-förordningen","interpellationsdebatt","220","Isak From (S)","S","0506482805418","HB10234","N"
"HB0953","2023/24","53","2023-12-20 00:00:00","Svar på interpellation 2023/24:234 om historiska fordon och ELV-förordningen","interpellationsdebatt","221","Mattias Eriksson Falk (SD)","SD","0671571847522","HB10234","N"
"HB0953","2023/24","53","2023-12-20 00:00:00","Svar på interpellation 2023/24:234 om historiska fordon och ELV-förordningen","interpellationsdebatt","222","Statsrådet Romina Pourmokhtari (L)","L","0875693083423","HB10234","N"
"HB0953","2023/24","53","2023-12-20 00:00:00","Svar på interpellation 2023/24:234 om historiska fordon och ELV-förordningen","interpellationsdebatt","223","Isak From (S)","S","0506482805418","HB10234","N"
"HB0953","2023/24","53","2023-12-20 00:00:00","Svar på interpellation 2023/24:234 om historiska fordon och ELV-förordningen","interpellationsdebatt","224","Statsrådet Romina Pourmokhtari (L)","L","0875693083423","HB10234","N"
"HB0953","2023/24","53","2023-12-20 00:00:00","Svar på interpellation 2023/24:195 om lagen om valfrihetssystem","interpellationsdebatt","225","Statsrådet Anna Tenje (M)","M","0476336341120","HB10195","N"
"HB0953","2023/24","53","2023-12-20 00:00:00","Svar på interpellation 2023/24:195 om lagen om valfrihetssystem","interpellationsdebatt","226","Markus Kallifatides (S)","S","0283284978818","HB10195","N"
"HB0953","2023/24","53","2023-12-20 00:00:00","Svar på interpellation 2023/24:195 om lagen om valfrihetssystem","interpellationsdebatt","227","Eva Lindh (S)","S","0780214960516","HB10195","N"
"HB0953","2023/24","53","2023-12-20 00:00:00","Svar på interpellation 2023/24:195 om lagen om valfrihetssystem","interpellationsdebatt","228","Statsrådet Anna Tenje (M)","M","0476336341120","HB10195","N"
"HB0953","2023/24","53","2023-12-20 00:00:00","Svar på interpellation 2023/24:195 om lagen om valfrihetssystem","interpellationsdebatt","229","Markus Kallifatides (S)","S","0283284978818","HB10195","N"
"HB0953","2023/24","53","2023-12-20 00:00:00","Allmänna bidrag till kommuner","ärendedebatt","23","Adam Reuterskiöld (M)","M","04571388712","HB01FiU3","N"
"HB0953","2023/24","53","2023-12-20 00:00:00","Svar på interpellation 2023/24:195 om lagen om valfrihetssystem","interpellationsdebatt","230","Eva Lindh (S)","S","0780214960516","HB10195","N"
"HB0953","2023/24","53","2023-12-20 00:00:00","Svar på interpellation 2023/24:195 om lagen om valfrihetssystem","interpellationsdebatt","231","Statsrådet Anna Tenje (M)","M","0476336341120","HB10195","N"
"HB0953","2023/24","53","2023-12-20 00:00:00","Svar på interpellation 2023/24:195 om lagen om valfrihetssystem","interpellationsdebatt","232","Markus Kallifatides (S)","S","0283284978818","HB10195","N"
"HB0953","2023/24","53","2023-12-20 00:00:00","Svar på interpellation 2023/24:195 om lagen om valfrihetssystem","interpellationsdebatt","233","Statsrådet Anna Tenje (M)","M","0476336341120","HB10195","N"
"HB0953","2023/24","53","2023-12-20 00:00:00","Svar på interpellation 2023/24:206 om framtiden för trygghetspensionen","interpellationsdebatt","234","Statsrådet Anna Tenje (M)","M","0476336341120","HB10206","N"
"HB0953","2023/24","53","2023-12-20 00:00:00","Svar på interpellation 2023/24:206 om framtiden för trygghetspensionen","interpellationsdebatt","235","Åsa Eriksson (S)","S","0296384583518","HB10206","N"
"HB0953","2023/24","53","2023-12-20 00:00:00","Svar på interpellation 2023/24:206 om framtiden för trygghetspensionen","interpellationsdebatt","236","Statsrådet Anna Tenje (M)","M","0476336341120","HB10206","N"
"HB0953","2023/24","53","2023-12-20 00:00:00","Svar på interpellation 2023/24:206 om framtiden för trygghetspensionen","interpellationsdebatt","237","Åsa Eriksson (S)","S","0296384583518","HB10206","N"
"HB0953","2023/24","53","2023-12-20 00:00:00","Svar på interpellation 2023/24:206 om framtiden för trygghetspensionen","interpellationsdebatt","238","Statsrådet Anna Tenje (M)","M","0476336341120","HB10206","N"
"HB0953","2023/24","53","2023-12-20 00:00:00","Svar på interpellation 2023/24:206 om framtiden för trygghetspensionen","interpellationsdebatt","239","Åsa Eriksson (S)","S","0296384583518","HB10206","N"
"HB0953","2023/24","53","2023-12-20 00:00:00","Allmänna bidrag till kommuner","ärendedebatt","24","Eva Lindh (S)","S","0780214960516","HB01FiU3","Y"
"HB0953","2023/24","53","2023-12-20 00:00:00","Svar på interpellation 2023/24:206 om framtiden för trygghetspensionen","interpellationsdebatt","240","Statsrådet Anna Tenje (M)","M","0476336341120","HB10206","N"
"HB0953","2023/24","53","2023-12-20 00:00:00","Svar på interpellation 2023/24:207 om indexering av sjuk- och aktivitetsersättning","interpellationsdebatt","241","Statsrådet Anna Tenje (M)","M","0476336341120","HB10207","N"
"HB0953","2023/24","53","2023-12-20 00:00:00","Svar på interpellation 2023/24:207 om indexering av sjuk- och aktivitetsersättning","interpellationsdebatt","242","Jessica Rodén (S)","S","0855286184126","HB10207","N"
"HB0953","2023/24","53","2023-12-20 00:00:00","Svar på interpellation 2023/24:207 om indexering av sjuk- och aktivitetsersättning","interpellationsdebatt","243","Statsrådet Anna Tenje (M)","M","0476336341120","HB10207","N"
"HB0953","2023/24","53","2023-12-20 00:00:00","Svar på interpellation 2023/24:207 om indexering av sjuk- och aktivitetsersättning","interpellationsdebatt","244","Jessica Rodén (S)","S","0855286184126","HB10207","N"
"HB0953","2023/24","53","2023-12-20 00:00:00","Svar på interpellation 2023/24:207 om indexering av sjuk- och aktivitetsersättning","interpellationsdebatt","245","Statsrådet Anna Tenje (M)","M","0476336341120","HB10207","N"
"HB0953","2023/24","53","2023-12-20 00:00:00","Svar på interpellation 2023/24:207 om indexering av sjuk- och aktivitetsersättning","interpellationsdebatt","246","Jessica Rodén (S)","S","0855286184126","HB10207","N"
"HB0953","2023/24","53","2023-12-20 00:00:00","Svar på interpellation 2023/24:207 om indexering av sjuk- och aktivitetsersättning","interpellationsdebatt","247","Statsrådet Anna Tenje (M)","M","0476336341120","HB10207","N"
"HB0953","2023/24","53","2023-12-20 00:00:00","Svar på interpellation 2023/24:250 om arbetsmarknadsbegreppet i sjuk- och aktivitetsersättningen","interpellationsdebatt","248","Statsrådet Anna Tenje (M)","M","0476336341120","HB10250","N"
"HB0953","2023/24","53","2023-12-20 00:00:00","Svar på interpellation 2023/24:250 om arbetsmarknadsbegreppet i sjuk- och aktivitetsersättningen","interpellationsdebatt","249","Jessica Rodén (S)","S","0855286184126","HB10250","N"
"HB0953","2023/24","53","2023-12-20 00:00:00","Allmänna bidrag till kommuner","ärendedebatt","25","Adam Reuterskiöld (M)","M","04571388712","HB01FiU3","Y"
"HB0953","2023/24","53","2023-12-20 00:00:00","Svar på interpellation 2023/24:250 om arbetsmarknadsbegreppet i sjuk- och aktivitetsersättningen","interpellationsdebatt","250","Statsrådet Anna Tenje (M)","M","0476336341120","HB10250","N"
"HB0953","2023/24","53","2023-12-20 00:00:00","Svar på interpellation 2023/24:250 om arbetsmarknadsbegreppet i sjuk- och aktivitetsersättningen","interpellationsdebatt","251","Jessica Rodén (S)","S","0855286184126","HB10250","N"
"HB0953","2023/24","53","2023-12-20 00:00:00","Svar på interpellation 2023/24:250 om arbetsmarknadsbegreppet i sjuk- och aktivitetsersättningen","interpellationsdebatt","252","Statsrådet Anna Tenje (M)","M","0476336341120","HB10250","N"
"HB0953","2023/24","53","2023-12-20 00:00:00","Svar på interpellation 2023/24:250 om arbetsmarknadsbegreppet i sjuk- och aktivitetsersättningen","interpellationsdebatt","253","Jessica Rodén (S)","S","0855286184126","HB10250","N"
"HB0953","2023/24","53","2023-12-20 00:00:00","Svar på interpellation 2023/24:250 om arbetsmarknadsbegreppet i sjuk- och aktivitetsersättningen","interpellationsdebatt","254","Statsrådet Anna Tenje (M)","M","0476336341120","HB10250","N"
"HB0953","2023/24","53","2023-12-20 00:00:00","Allmänna bidrag till kommuner","ärendedebatt","26","Eva Lindh (S)","S","0780214960516","HB01FiU3","Y"
"HB0953","2023/24","53","2023-12-20 00:00:00","Allmänna bidrag till kommuner","ärendedebatt","27","Adam Reuterskiöld (M)","M","04571388712","HB01FiU3","Y"
"HB0953","2023/24","53","2023-12-20 00:00:00","Allmänna bidrag till kommuner","ärendedebatt","28","Ilona Szatmári Waldau (V)","V","0229350341619","HB01FiU3","N"
"HB0953","2023/24","53","2023-12-20 00:00:00","Allmänna bidrag till kommuner","ärendedebatt","29","Mattias Eriksson Falk (SD)","SD","0671571847522","HB01FiU3","Y"
"HB0953","2023/24","53","2023-12-20 00:00:00","Allmänna bidrag till kommuner","ärendedebatt","3","Mattias Eriksson Falk (SD)","SD","0671571847522","HB01FiU3","Y"
"HB0953","2023/24","53","2023-12-20 00:00:00","Allmänna bidrag till kommuner","ärendedebatt","30","Ilona Szatmári Waldau (V)","V","0229350341619","HB01FiU3","Y"
"HB0953","2023/24","53","2023-12-20 00:00:00","Allmänna bidrag till kommuner","ärendedebatt","31","Mattias Eriksson Falk (SD)","SD","0671571847522","HB01FiU3","Y"
"HB0953","2023/24","53","2023-12-20 00:00:00","Allmänna bidrag till kommuner","ärendedebatt","32","Ilona Szatmári Waldau (V)","V","0229350341619","HB01FiU3","Y"
"HB0953","2023/24","53","2023-12-20 00:00:00","Allmänna bidrag till kommuner","ärendedebatt","33","Yusuf Aydin (KD)","KD","0245468368228","HB01FiU3","N"
"HB0953","2023/24","53","2023-12-20 00:00:00","Allmänna bidrag till kommuner","ärendedebatt","34","Martin Ådahl (C)","C","0494843794418","HB01FiU3","N"
"HB0953","2023/24","53","2023-12-20 00:00:00","Allmänna bidrag till kommuner","ärendedebatt","35","Cecilia Rönn (L)","L","0926477102420","HB01FiU3","N"
"HB0953","2023/24","53","2023-12-20 00:00:00","Allmänna bidrag till kommuner","ärendedebatt","36","Samuel Gonzalez Westling (V)","V","0939158389321","HB01FiU3","Y"
"HB0953","2023/24","53","2023-12-20 00:00:00","Allmänna bidrag till kommuner","ärendedebatt","37","Cecilia Rönn (L)","L","0926477102420","HB01FiU3","Y"
"HB0953","2023/24","53","2023-12-20 00:00:00","Allmänna bidrag till kommuner","ärendedebatt","38","Samuel Gonzalez Westling (V)","V","0939158389321","HB01FiU3","Y"
"HB0953","2023/24","53","2023-12-20 00:00:00","Allmänna bidrag till kommuner","ärendedebatt","39","Cecilia Rönn (L)","L","0926477102420","HB01FiU3","Y"
"HB0953","2023/24","53","2023-12-20 00:00:00","Allmänna bidrag till kommuner","ärendedebatt","4","Janine Alm Ericson (MP)","MP","0316505710324","HB01FiU3","Y"
"HB0953","2023/24","53","2023-12-20 00:00:00","Allmänna bidrag till kommuner","ärendedebatt","40","Eva Lindh (S)","S","0780214960516","HB01FiU3","Y"
"HB0953","2023/24","53","2023-12-20 00:00:00","Allmänna bidrag till kommuner","ärendedebatt","41","Cecilia Rönn (L)","L","0926477102420","HB01FiU3","Y"
"HB0953","2023/24","53","2023-12-20 00:00:00","Allmänna bidrag till kommuner","ärendedebatt","42","Eva Lindh (S)","S","0780214960516","HB01FiU3","Y"
"HB0953","2023/24","53","2023-12-20 00:00:00","Allmänna bidrag till kommuner","ärendedebatt","43","Cecilia Rönn (L)","L","0926477102420","HB01FiU3","Y"
"HB0953","2023/24","53","2023-12-20 00:00:00","Allmänna bidrag till kommuner","ärendedebatt","44","Janine Alm Ericson (MP)","MP","0316505710324","HB01FiU3","Y"
"HB0953","2023/24","53","2023-12-20 00:00:00","Allmänna bidrag till kommuner","ärendedebatt","45","Cecilia Rönn (L)","L","0926477102420","HB01FiU3","Y"
"HB0953","2023/24","53","2023-12-20 00:00:00","Allmänna bidrag till kommuner","ärendedebatt","46","Janine Alm Ericson (MP)","MP","0316505710324","HB01FiU3","Y"
"HB0953","2023/24","53","2023-12-20 00:00:00","Allmänna bidrag till kommuner","ärendedebatt","47","Cecilia Rönn (L)","L","0926477102420","HB01FiU3","Y"
"HB0953","2023/24","53","2023-12-20 00:00:00","Allmänna bidrag till kommuner","ärendedebatt","48","Janine Alm Ericson (MP)","MP","0316505710324","HB01FiU3","N"
"HB0953","2023/24","53","2023-12-20 00:00:00","Allmänna bidrag till kommuner","ärendedebatt","49","Mattias Eriksson Falk (SD)","SD","0671571847522","HB01FiU3","Y"
"HB0953","2023/24","53","2023-12-20 00:00:00","Allmänna bidrag till kommuner","ärendedebatt","5","Mattias Eriksson Falk (SD)","SD","0671571847522","HB01FiU3","Y"
"HB0953","2023/24","53","2023-12-20 00:00:00","Allmänna bidrag till kommuner","ärendedebatt","50","Janine Alm Ericson (MP)","MP","0316505710324","HB01FiU3","Y"
