"HC091","2024/25","1","2024-09-10 00:00:00","Inledning","","1","TALMANNEN","TALMANNEN","0585684563812","","N"
"HC0932","2024/25","32","2024-11-19 00:00:00","Svar på interpellation 2024/25:136 om regleringen av fjärrvärmemarknaden","interpellationsdebatt","15","Energi- och näringsministern Ebba Busch (KD)","KD","0512510717328","HC10136","N"
"HC0932","2024/25","32","2024-11-19 00:00:00","Svar på interpellation 2024/25:136 om regleringen av fjärrvärmemarknaden","interpellationsdebatt","16","Joakim Sandell (S)","S","0376395541120","HC10136","N"
"HC0932","2024/25","32","2024-11-19 00:00:00","Svar på interpellation 2024/25:136 om regleringen av fjärrvärmemarknaden","interpellationsdebatt","17","Energi- och näringsministern Ebba Busch (KD)","KD","0512510717328","HC10136","N"
"HC0932","2024/25","32","2024-11-19 00:00:00","Svar på interpellation 2024/25:136 om regleringen av fjärrvärmemarknaden","interpellationsdebatt","18","Joakim Sandell (S)","S","0376395541120","HC10136","N"
"HC0932","2024/25","32","2024-11-19 00:00:00","Svar på interpellation 2024/25:136 om regleringen av fjärrvärmemarknaden","interpellationsdebatt","19","Energi- och näringsministern Ebba Busch (KD)","KD","0512510717328","HC10136","N"
"HC0932","2024/25","32","2024-11-19 00:00:00","Svar på interpellationerna 2024/25:71 och 72 om sydsvenska företags tillgång till energi i närtid","interpellationsdebatt","2","Marianne Fundahn (S)","S","0341628241813","HC1071, HC1072","N"
"HC0932","2024/25","32","2024-11-19 00:00:00","Svar på interpellation 2024/25:138 om ansvarig myndighet för vätgas","interpellationsdebatt","20","Energi- och näringsministern Ebba Busch (KD)","KD","0512510717328","HC10138","N"
"HC0932","2024/25","32","2024-11-19 00:00:00","Svar på interpellation 2024/25:138 om ansvarig myndighet för vätgas","interpellationsdebatt","21","Isak From (S)","S","0506482805418","HC10138","N"
"HC0932","2024/25","32","2024-11-19 00:00:00","Svar på interpellation 2024/25:138 om ansvarig myndighet för vätgas","interpellationsdebatt","22","Energi- och näringsministern Ebba Busch (KD)","KD","0512510717328","HC10138","N"
"HC0932","2024/25","32","2024-11-19 00:00:00","Svar på interpellation 2024/25:138 om ansvarig myndighet för vätgas","interpellationsdebatt","23","Isak From (S)","S","0506482805418","HC10138","N"
"HC0932","2024/25","32","2024-11-19 00:00:00","Svar på interpellation 2024/25:138 om ansvarig myndighet för vätgas","interpellationsdebatt","24","Energi- och näringsministern Ebba Busch (KD)","KD","0512510717328","HC10138","N"
"HC0932","2024/25","32","2024-11-19 00:00:00","Svar på interpellation 2024/25:138 om ansvarig myndighet för vätgas","interpellationsdebatt","25","Isak From (S)","S","0506482805418","HC10138","N"
"HC0932","2024/25","32","2024-11-19 00:00:00","Svar på interpellation 2024/25:138 om ansvarig myndighet för vätgas","interpellationsdebatt","26","Energi- och näringsministern Ebba Busch (KD)","KD","0512510717328","HC10138","N"
"HC0932","2024/25","32","2024-11-19 00:00:00","Svar på interpellation 2024/25:70 om skattesänkningar i budgeten","interpellationsdebatt","27","Finansministern Elisabeth Svantesson (M)","M","0899112324519","HC1070","N"
"HC0932","2024/25","32","2024-11-19 00:00:00","Svar på interpellation 2024/25:70 om skattesänkningar i budgeten","interpellationsdebatt","28","Ola Möller (S)","S","0271338654822","HC1070","N"
"HC0932","2024/25","32","2024-11-19 00:00:00","Svar på interpellation 2024/25:70 om skattesänkningar i budgeten","interpellationsdebatt","29","Finansministern Elisabeth Svantesson (M)","M","0899112324519","HC1070","N"
"HC0932","2024/25","32","2024-11-19 00:00:00","Svar på interpellationerna 2024/25:71 och 72 om sydsvenska företags tillgång till energi i närtid","interpellationsdebatt","3","Adrian Magnusson (S)","S","0448973586529","HC1071, HC1072","N"
"HC0932","2024/25","32","2024-11-19 00:00:00","Svar på interpellation 2024/25:70 om skattesänkningar i budgeten","interpellationsdebatt","30","Ola Möller (S)","S","0271338654822","HC1070","N"
"HC0932","2024/25","32","2024-11-19 00:00:00","Svar på interpellation 2024/25:70 om skattesänkningar i budgeten","interpellationsdebatt","31","Finansministern Elisabeth Svantesson (M)","M","0899112324519","HC1070","N"
"HC0932","2024/25","32","2024-11-19 00:00:00","Svar på interpellation 2024/25:70 om skattesänkningar i budgeten","interpellationsdebatt","32","Ola Möller (S)","S","0271338654822","HC1070","N"
"HC0932","2024/25","32","2024-11-19 00:00:00","Svar på interpellation 2024/25:70 om skattesänkningar i budgeten","interpellationsdebatt","33","Finansministern Elisabeth Svantesson (M)","M","0899112324519","HC1070","N"
"HC0932","2024/25","32","2024-11-19 00:00:00","Svar på interpellation 2024/25:86 om statens ägarstyrning av SJ AB","interpellationsdebatt","34","Finansministern Elisabeth Svantesson (M)","M","0899112324519","HC1086","N"
"HC0932","2024/25","32","2024-11-19 00:00:00","Svar på interpellation 2024/25:86 om statens ägarstyrning av SJ AB","interpellationsdebatt","35","Isak From (S)","S","0506482805418","HC1086","N"
"HC0932","2024/25","32","2024-11-19 00:00:00","Svar på interpellation 2024/25:86 om statens ägarstyrning av SJ AB","interpellationsdebatt","36","Finansministern Elisabeth Svantesson (M)","M","0899112324519","HC1086","N"
"HC0932","2024/25","32","2024-11-19 00:00:00","Svar på interpellation 2024/25:86 om statens ägarstyrning av SJ AB","interpellationsdebatt","37","Isak From (S)","S","0506482805418","HC1086","N"
"HC0932","2024/25","32","2024-11-19 00:00:00","Svar på interpellation 2024/25:86 om statens ägarstyrning av SJ AB","interpellationsdebatt","38","Finansministern Elisabeth Svantesson (M)","M","0899112324519","HC1086","N"
"HC0932","2024/25","32","2024-11-19 00:00:00","Svar på interpellation 2024/25:86 om statens ägarstyrning av SJ AB","interpellationsdebatt","39","Isak From (S)","S","0506482805418","HC1086","N"
"HC0932","2024/25","32","2024-11-19 00:00:00","Svar på interpellationerna 2024/25:71 och 72 om sydsvenska företags tillgång till energi i närtid","interpellationsdebatt","4","Energi- och näringsministern Ebba Busch (KD)","KD","0512510717328","HC1071, HC1072","N"
"HC0932","2024/25","32","2024-11-19 00:00:00","Svar på interpellation 2024/25:86 om statens ägarstyrning av SJ AB","interpellationsdebatt","40","Finansministern Elisabeth Svantesson (M)","M","0899112324519","HC1086","N"
"HC0932","2024/25","32","2024-11-19 00:00:00","Svar på interpellation 2024/25:183 om avvägningar i fråga om svensk tonnageskatt","interpellationsdebatt","41","Finansministern Elisabeth Svantesson (M)","M","0899112324519","HC10183","N"
"HC0932","2024/25","32","2024-11-19 00:00:00","Svar på interpellation 2024/25:183 om avvägningar i fråga om svensk tonnageskatt","interpellationsdebatt","42","Hanna Westerén (S)","S","0412148992926","HC10183","N"
"HC0932","2024/25","32","2024-11-19 00:00:00","Svar på interpellation 2024/25:183 om avvägningar i fråga om svensk tonnageskatt","interpellationsdebatt","43","Finansministern Elisabeth Svantesson (M)","M","0899112324519","HC10183","N"
"HC0932","2024/25","32","2024-11-19 00:00:00","Svar på interpellation 2024/25:183 om avvägningar i fråga om svensk tonnageskatt","interpellationsdebatt","44","Hanna Westerén (S)","S","0412148992926","HC10183","N"
"HC0932","2024/25","32","2024-11-19 00:00:00","Svar på interpellation 2024/25:183 om avvägningar i fråga om svensk tonnageskatt","interpellationsdebatt","45","Finansministern Elisabeth Svantesson (M)","M","0899112324519","HC10183","N"
"HC0932","2024/25","32","2024-11-19 00:00:00","Svar på interpellation 2024/25:183 om avvägningar i fråga om svensk tonnageskatt","interpellationsdebatt","46","Hanna Westerén (S)","S","0412148992926","HC10183","N"
"HC0932","2024/25","32","2024-11-19 00:00:00","Svar på interpellation 2024/25:183 om avvägningar i fråga om svensk tonnageskatt","interpellationsdebatt","47","Finansministern Elisabeth Svantesson (M)","M","0899112324519","HC10183","N"
"HC0932","2024/25","32","2024-11-19 00:00:00","Svar på interpellation 2024/25:113 om en ny svensk maffialag","interpellationsdebatt","48","Justitieministern Gunnar Strömmer (M)","M","0897334717419","HC10113","N"
"HC0932","2024/25","32","2024-11-19 00:00:00","Svar på interpellation 2024/25:113 om en ny svensk maffialag","interpellationsdebatt","49","Teresa Carvalho (S)","S","0315499690028","HC10113","N"
"HC0932","2024/25","32","2024-11-19 00:00:00","Svar på interpellationerna 2024/25:71 och 72 om sydsvenska företags tillgång till energi i närtid","interpellationsdebatt","5","Marianne Fundahn (S)","S","0341628241813","HC1071, HC1072","N"
"HC0932","2024/25","32","2024-11-19 00:00:00","Svar på interpellation 2024/25:113 om en ny svensk maffialag","interpellationsdebatt","50","Adam Marttinen (SD)","SD","0831039938224","HC10113","N"
"HC0932","2024/25","32","2024-11-19 00:00:00","Svar på interpellation 2024/25:113 om en ny svensk maffialag","interpellationsdebatt","51","Justitieministern Gunnar Strömmer (M)","M","0897334717419","HC10113","N"
"HC0932","2024/25","32","2024-11-19 00:00:00","Svar på interpellation 2024/25:113 om en ny svensk maffialag","interpellationsdebatt","52","Teresa Carvalho (S)","S","0315499690028","HC10113","N"
"HC0932","2024/25","32","2024-11-19 00:00:00","Svar på interpellation 2024/25:113 om en ny svensk maffialag","interpellationsdebatt","53","Adam Marttinen (SD)","SD","0831039938224","HC10113","N"
"HC0932","2024/25","32","2024-11-19 00:00:00","Svar på interpellation 2024/25:113 om en ny svensk maffialag","interpellationsdebatt","54","Justitieministern Gunnar Strömmer (M)","M","0897334717419","HC10113","N"
"HC0932","2024/25","32","2024-11-19 00:00:00","Svar på interpellation 2024/25:113 om en ny svensk maffialag","interpellationsdebatt","55","Teresa Carvalho (S)","S","0315499690028","HC10113","N"
"HC0932","2024/25","32","2024-11-19 00:00:00","Svar på interpellation 2024/25:113 om en ny svensk maffialag","interpellationsdebatt","56","Justitieministern Gunnar Strömmer (M)","M","0897334717419","HC10113","N"
"HC0932","2024/25","32","2024-11-19 00:00:00","Svar på interpellation 2024/25:179 om Raoul Wallenberg-institutets verksamhet","interpellationsdebatt","57","Statsrådet Paulina Brandberg (L)","L","099099202224","HC10179","N"
"HC0932","2024/25","32","2024-11-19 00:00:00","Svar på interpellation 2024/25:179 om Raoul Wallenberg-institutets verksamhet","interpellationsdebatt","58","Per-Arne Håkansson (S)","S","0630820052511","HC10179","N"
"HC0932","2024/25","32","2024-11-19 00:00:00","Svar på interpellation 2024/25:179 om Raoul Wallenberg-institutets verksamhet","interpellationsdebatt","59","Statsrådet Paulina Brandberg (L)","L","099099202224","HC10179","N"
"HC0932","2024/25","32","2024-11-19 00:00:00","Svar på interpellationerna 2024/25:71 och 72 om sydsvenska företags tillgång till energi i närtid","interpellationsdebatt","6","Adrian Magnusson (S)","S","0448973586529","HC1071, HC1072","N"
"HC0932","2024/25","32","2024-11-19 00:00:00","Svar på interpellation 2024/25:179 om Raoul Wallenberg-institutets verksamhet","interpellationsdebatt","60","Per-Arne Håkansson (S)","S","0630820052511","HC10179","N"
"HC0932","2024/25","32","2024-11-19 00:00:00","Svar på interpellation 2024/25:179 om Raoul Wallenberg-institutets verksamhet","interpellationsdebatt","61","Statsrådet Paulina Brandberg (L)","L","099099202224","HC10179","N"
"HC0932","2024/25","32","2024-11-19 00:00:00","Svar på interpellation 2024/25:179 om Raoul Wallenberg-institutets verksamhet","interpellationsdebatt","62","Per-Arne Håkansson (S)","S","0630820052511","HC10179","N"
"HC0932","2024/25","32","2024-11-19 00:00:00","Svar på interpellation 2024/25:179 om Raoul Wallenberg-institutets verksamhet","interpellationsdebatt","63","Statsrådet Paulina Brandberg (L)","L","099099202224","HC10179","N"
"HC0932","2024/25","32","2024-11-19 00:00:00","Svar på interpellationerna 2024/25:71 och 72 om sydsvenska företags tillgång till energi i närtid","interpellationsdebatt","7","Energi- och näringsministern Ebba Busch (KD)","KD","0512510717328","HC1071, HC1072","N"
"HC0932","2024/25","32","2024-11-19 00:00:00","Svar på interpellationerna 2024/25:71 och 72 om sydsvenska företags tillgång till energi i närtid","interpellationsdebatt","8","Marianne Fundahn (S)","S","0341628241813","HC1071, HC1072","N"
"HC0932","2024/25","32","2024-11-19 00:00:00","Svar på interpellationerna 2024/25:71 och 72 om sydsvenska företags tillgång till energi i närtid","interpellationsdebatt","9","Adrian Magnusson (S)","S","0448973586529","HC1071, HC1072","N"
"HC0933","2024/25","33","2024-11-20 00:00:00","Ett levande hav - ökat skydd, minskad övergödning och ett hållbart fiske","ärendedebatt","1","Joanna Lewerentz (M)","M","0750092881021","HC01MJU5","N"
"HC0933","2024/25","33","2024-11-20 00:00:00","Ett levande hav - ökat skydd, minskad övergödning och ett hållbart fiske","ärendedebatt","10","Anders Karlsson (C)","C","0249730539015","HC01MJU5","Y"
"HC0933","2024/25","33","2024-11-20 00:00:00","Stärkta skolbibliotek","ärendedebatt","100","Fredrik Malm (L)","L","0766496753128","HC01UbU3","N"
"HC0933","2024/25","33","2024-11-20 00:00:00","Stärkta skolbibliotek","ärendedebatt","101","Paula Örn (S)","S","0987246082523","HC01UbU3","Y"
"HC0933","2024/25","33","2024-11-20 00:00:00","Stärkta skolbibliotek","ärendedebatt","102","Fredrik Malm (L)","L","0766496753128","HC01UbU3","Y"
"HC0933","2024/25","33","2024-11-20 00:00:00","Stärkta skolbibliotek","ärendedebatt","103","Paula Örn (S)","S","0987246082523","HC01UbU3","Y"
"HC0933","2024/25","33","2024-11-20 00:00:00","Stärkta skolbibliotek","ärendedebatt","104","Fredrik Malm (L)","L","0766496753128","HC01UbU3","Y"
"HC0933","2024/25","33","2024-11-20 00:00:00","Stärkta skolbibliotek","ärendedebatt","105","Paula Örn (S)","S","0987246082523","HC01UbU3","N"
"HC0933","2024/25","33","2024-11-20 00:00:00","Stärkta skolbibliotek","ärendedebatt","106","Jörgen Grubb (SD)","SD","0281670919717","HC01UbU3","N"
"HC0933","2024/25","33","2024-11-20 00:00:00","Stärkta skolbibliotek","ärendedebatt","107","Paula Örn (S)","S","0987246082523","HC01UbU3","Y"
"HC0933","2024/25","33","2024-11-20 00:00:00","Stärkta skolbibliotek","ärendedebatt","108","Jörgen Grubb (SD)","SD","0281670919717","HC01UbU3","Y"
"HC0933","2024/25","33","2024-11-20 00:00:00","Stärkta skolbibliotek","ärendedebatt","109","Paula Örn (S)","S","0987246082523","HC01UbU3","Y"
"HC0933","2024/25","33","2024-11-20 00:00:00","Ett levande hav - ökat skydd, minskad övergödning och ett hållbart fiske","ärendedebatt","11","Joanna Lewerentz (M)","M","0750092881021","HC01MJU5","Y"
"HC0933","2024/25","33","2024-11-20 00:00:00","Stärkta skolbibliotek","ärendedebatt","110","Jörgen Grubb (SD)","SD","0281670919717","HC01UbU3","Y"
"HC0933","2024/25","33","2024-11-20 00:00:00","Stärkta skolbibliotek","ärendedebatt","111","Daniel Riazat (V)","V","07012286624","HC01UbU3","N"
"HC0933","2024/25","33","2024-11-20 00:00:00","Stärkta skolbibliotek","ärendedebatt","112","ANDRE VICE TALMANNEN","ANDRE VICE TALMANNEN","0638497389621","HC01UbU3","N"
"HC0933","2024/25","33","2024-11-20 00:00:00","Stärkta skolbibliotek","ärendedebatt","113","Oskar Svärd (M)","M","0372414474424","HC01UbU3","N"
"HC0933","2024/25","33","2024-11-20 00:00:00","Stärkta skolbibliotek","ärendedebatt","114","Daniel Riazat (V)","V","07012286624","HC01UbU3","Y"
"HC0933","2024/25","33","2024-11-20 00:00:00","Stärkta skolbibliotek","ärendedebatt","115","Oskar Svärd (M)","M","0372414474424","HC01UbU3","Y"
"HC0933","2024/25","33","2024-11-20 00:00:00","Stärkta skolbibliotek","ärendedebatt","116","Daniel Riazat (V)","V","07012286624","HC01UbU3","Y"
"HC0933","2024/25","33","2024-11-20 00:00:00","Stärkta skolbibliotek","ärendedebatt","117","Oskar Svärd (M)","M","0372414474424","HC01UbU3","Y"
"HC0933","2024/25","33","2024-11-20 00:00:00","Stärkta skolbibliotek","ärendedebatt","118","Niels Paarup-Petersen (C)","C","0587736055221","HC01UbU3","N"
"HC0933","2024/25","33","2024-11-20 00:00:00","Stärkta skolbibliotek","ärendedebatt","119","Mathias Bengtsson (KD)","KD","069534526423","HC01UbU3","N"
"HC0933","2024/25","33","2024-11-20 00:00:00","Ett levande hav - ökat skydd, minskad övergödning och ett hållbart fiske","ärendedebatt","12","Anders Karlsson (C)","C","0249730539015","HC01MJU5","Y"
"HC0933","2024/25","33","2024-11-20 00:00:00","Meddelande om julgranständning på Riksplan","","120","FÖRSTE VICE TALMANNEN","FÖRSTE VICE TALMANNEN","0257612529618","","N"
"HC0933","2024/25","33","2024-11-20 00:00:00","Ett levande hav - ökat skydd, minskad övergödning och ett hållbart fiske","ärendedebatt","13","Joanna Lewerentz (M)","M","0750092881021","HC01MJU5","Y"
"HC0933","2024/25","33","2024-11-20 00:00:00","Ett levande hav - ökat skydd, minskad övergödning och ett hållbart fiske","ärendedebatt","14","Emma Nohrén (MP)","MP","0880137451720","HC01MJU5","N"
"HC0933","2024/25","33","2024-11-20 00:00:00","Ett levande hav - ökat skydd, minskad övergödning och ett hållbart fiske","ärendedebatt","15","Kjell-Arne Ottosson (KD)","KD","0509415296421","HC01MJU5","N"
"HC0933","2024/25","33","2024-11-20 00:00:00","Ett levande hav - ökat skydd, minskad övergödning och ett hållbart fiske","ärendedebatt","16","Joakim Järrebring (S)","S","0737666060225","HC01MJU5","Y"
"HC0933","2024/25","33","2024-11-20 00:00:00","Ett levande hav - ökat skydd, minskad övergödning och ett hållbart fiske","ärendedebatt","17","Kjell-Arne Ottosson (KD)","KD","0509415296421","HC01MJU5","Y"
"HC0933","2024/25","33","2024-11-20 00:00:00","Ett levande hav - ökat skydd, minskad övergödning och ett hållbart fiske","ärendedebatt","18","Joakim Järrebring (S)","S","0737666060225","HC01MJU5","Y"
"HC0933","2024/25","33","2024-11-20 00:00:00","Ett levande hav - ökat skydd, minskad övergödning och ett hållbart fiske","ärendedebatt","19","Kjell-Arne Ottosson (KD)","KD","0509415296421","HC01MJU5","Y"
"HC0933","2024/25","33","2024-11-20 00:00:00","Ett levande hav - ökat skydd, minskad övergödning och ett hållbart fiske","ärendedebatt","2","Joakim Järrebring (S)","S","0737666060225","HC01MJU5","Y"
"HC0933","2024/25","33","2024-11-20 00:00:00","Ett levande hav - ökat skydd, minskad övergödning och ett hållbart fiske","ärendedebatt","20","Emma Nohrén (MP)","MP","0880137451720","HC01MJU5","Y"
"HC0933","2024/25","33","2024-11-20 00:00:00","Ett levande hav - ökat skydd, minskad övergödning och ett hållbart fiske","ärendedebatt","21","Kjell-Arne Ottosson (KD)","KD","0509415296421","HC01MJU5","Y"
"HC0933","2024/25","33","2024-11-20 00:00:00","Ett levande hav - ökat skydd, minskad övergödning och ett hållbart fiske","ärendedebatt","22","Emma Nohrén (MP)","MP","0880137451720","HC01MJU5","Y"
"HC0933","2024/25","33","2024-11-20 00:00:00","Ett levande hav - ökat skydd, minskad övergödning och ett hållbart fiske","ärendedebatt","23","Kjell-Arne Ottosson (KD)","KD","0509415296421","HC01MJU5","Y"
"HC0933","2024/25","33","2024-11-20 00:00:00","Ett levande hav - ökat skydd, minskad övergödning och ett hållbart fiske","ärendedebatt","24","Joakim Järrebring (S)","S","0737666060225","HC01MJU5","N"
"HC0933","2024/25","33","2024-11-20 00:00:00","Ett levande hav - ökat skydd, minskad övergödning och ett hållbart fiske","ärendedebatt","25","Joanna Lewerentz (M)","M","0750092881021","HC01MJU5","Y"
"HC0933","2024/25","33","2024-11-20 00:00:00","Ett levande hav - ökat skydd, minskad övergödning och ett hållbart fiske","ärendedebatt","26","Joakim Järrebring (S)","S","0737666060225","HC01MJU5","Y"
"HC0933","2024/25","33","2024-11-20 00:00:00","Ett levande hav - ökat skydd, minskad övergödning och ett hållbart fiske","ärendedebatt","27","Joanna Lewerentz (M)","M","0750092881021","HC01MJU5","Y"
"HC0933","2024/25","33","2024-11-20 00:00:00","Ett levande hav - ökat skydd, minskad övergödning och ett hållbart fiske","ärendedebatt","28","Joakim Järrebring (S)","S","0737666060225","HC01MJU5","Y"
"HC0933","2024/25","33","2024-11-20 00:00:00","Ett levande hav - ökat skydd, minskad övergödning och ett hållbart fiske","ärendedebatt","29","Kjell-Arne Ottosson (KD)","KD","0509415296421","HC01MJU5","Y"
"HC0933","2024/25","33","2024-11-20 00:00:00","Ett levande hav - ökat skydd, minskad övergödning och ett hållbart fiske","ärendedebatt","3","Joanna Lewerentz (M)","M","0750092881021","HC01MJU5","Y"
"HC0933","2024/25","33","2024-11-20 00:00:00","Ett levande hav - ökat skydd, minskad övergödning och ett hållbart fiske","ärendedebatt","30","Joakim Järrebring (S)","S","0737666060225","HC01MJU5","Y"
"HC0933","2024/25","33","2024-11-20 00:00:00","Ett levande hav - ökat skydd, minskad övergödning och ett hållbart fiske","ärendedebatt","31","Kjell-Arne Ottosson (KD)","KD","0509415296421","HC01MJU5","Y"
"HC0933","2024/25","33","2024-11-20 00:00:00","Ett levande hav - ökat skydd, minskad övergödning och ett hållbart fiske","ärendedebatt","32","Joakim Järrebring (S)","S","0737666060225","HC01MJU5","Y"
"HC0933","2024/25","33","2024-11-20 00:00:00","Ett levande hav - ökat skydd, minskad övergödning och ett hållbart fiske","ärendedebatt","33","Elin Nilsson (L)","L","011548866929","HC01MJU5","N"
"HC0933","2024/25","33","2024-11-20 00:00:00","Ett levande hav - ökat skydd, minskad övergödning och ett hållbart fiske","ärendedebatt","34","Emma Nohrén (MP)","MP","0880137451720","HC01MJU5","Y"
"HC0933","2024/25","33","2024-11-20 00:00:00","Ett levande hav - ökat skydd, minskad övergödning och ett hållbart fiske","ärendedebatt","35","Elin Nilsson (L)","L","011548866929","HC01MJU5","Y"
"HC0933","2024/25","33","2024-11-20 00:00:00","Ett levande hav - ökat skydd, minskad övergödning och ett hållbart fiske","ärendedebatt","36","Emma Nohrén (MP)","MP","0880137451720","HC01MJU5","Y"
"HC0933","2024/25","33","2024-11-20 00:00:00","Ett levande hav - ökat skydd, minskad övergödning och ett hållbart fiske","ärendedebatt","37","Elin Nilsson (L)","L","011548866929","HC01MJU5","Y"
"HC0933","2024/25","33","2024-11-20 00:00:00","Ett levande hav - ökat skydd, minskad övergödning och ett hållbart fiske","ärendedebatt","38","Joakim Järrebring (S)","S","0737666060225","HC01MJU5","Y"
"HC0933","2024/25","33","2024-11-20 00:00:00","Ett levande hav - ökat skydd, minskad övergödning och ett hållbart fiske","ärendedebatt","39","Elin Nilsson (L)","L","011548866929","HC01MJU5","Y"
"HC0933","2024/25","33","2024-11-20 00:00:00","Ett levande hav - ökat skydd, minskad övergödning och ett hållbart fiske","ärendedebatt","4","Joakim Järrebring (S)","S","0737666060225","HC01MJU5","Y"
"HC0933","2024/25","33","2024-11-20 00:00:00","Ett levande hav - ökat skydd, minskad övergödning och ett hållbart fiske","ärendedebatt","40","Joakim Järrebring (S)","S","0737666060225","HC01MJU5","Y"
"HC0933","2024/25","33","2024-11-20 00:00:00","Ett levande hav - ökat skydd, minskad övergödning och ett hållbart fiske","ärendedebatt","41","Elin Nilsson (L)","L","011548866929","HC01MJU5","Y"
"HC0933","2024/25","33","2024-11-20 00:00:00","Ett levande hav - ökat skydd, minskad övergödning och ett hållbart fiske","ärendedebatt","42","Victoria Tiblom (SD)","SD","0985943148917","HC01MJU5","N"
"HC0933","2024/25","33","2024-11-20 00:00:00","Ett levande hav - ökat skydd, minskad övergödning och ett hållbart fiske","ärendedebatt","43","Joakim Järrebring (S)","S","0737666060225","HC01MJU5","Y"
"HC0933","2024/25","33","2024-11-20 00:00:00","Ett levande hav - ökat skydd, minskad övergödning och ett hållbart fiske","ärendedebatt","44","Victoria Tiblom (SD)","SD","0985943148917","HC01MJU5","Y"
"HC0933","2024/25","33","2024-11-20 00:00:00","Ett levande hav - ökat skydd, minskad övergödning och ett hållbart fiske","ärendedebatt","45","Joakim Järrebring (S)","S","0737666060225","HC01MJU5","Y"
"HC0933","2024/25","33","2024-11-20 00:00:00","Ett levande hav - ökat skydd, minskad övergödning och ett hållbart fiske","ärendedebatt","46","Victoria Tiblom (SD)","SD","0985943148917","HC01MJU5","Y"
"HC0933","2024/25","33","2024-11-20 00:00:00","Ett levande hav - ökat skydd, minskad övergödning och ett hållbart fiske","ärendedebatt","47","Andrea Andersson Tay (V)","V","0802091197024","HC01MJU5","N"
"HC0933","2024/25","33","2024-11-20 00:00:00","Ett levande hav - ökat skydd, minskad övergödning och ett hållbart fiske","ärendedebatt","48","Anders Karlsson (C)","C","0249730539015","HC01MJU5","N"
"HC0933","2024/25","33","2024-11-20 00:00:00","Avskaffat krav på tillstånd för hotell- och pensionatsrörelser","ärendedebatt","49","Eric Palmqvist (SD)","SD","091303475611","HC01NU8","N"
"HC0933","2024/25","33","2024-11-20 00:00:00","Ett levande hav - ökat skydd, minskad övergödning och ett hållbart fiske","ärendedebatt","5","Joanna Lewerentz (M)","M","0750092881021","HC01MJU5","Y"
"HC0933","2024/25","33","2024-11-20 00:00:00","Avskaffat krav på tillstånd för hotell- och pensionatsrörelser","ärendedebatt","50","Birger Lahti (V)","V","0825441263617","HC01NU8","N"
"HC0933","2024/25","33","2024-11-20 00:00:00","Avskaffat krav på tillstånd för hotell- och pensionatsrörelser","ärendedebatt","51","Ann-Charlotte Hammar Johnsson (M)","M","0810201628512","HC01NU8","N"
"HC0933","2024/25","33","2024-11-20 00:00:00","Avskaffat krav på tillstånd för hotell- och pensionatsrörelser","ärendedebatt","52","Louise Eklund (L)","L","0111697351426","HC01NU8","N"
"HC0933","2024/25","33","2024-11-20 00:00:00","Tillgång till mät- och förbrukningsuppgifter på elmarknaden","ärendedebatt","53","Birger Lahti (V)","V","0825441263617","HC01NU9","N"
"HC0933","2024/25","33","2024-11-20 00:00:00","Tillgång till mät- och förbrukningsuppgifter på elmarknaden","ärendedebatt","54","Ann-Charlotte Hammar Johnsson (M)","M","0810201628512","HC01NU9","N"
"HC0933","2024/25","33","2024-11-20 00:00:00","Riksrevisionens rapport om statens skydd av hotade personer","ärendedebatt","55","Pontus Andersson Garpvall (SD)","SD","0926002991620","HC01JuU4","N"
"HC0933","2024/25","33","2024-11-20 00:00:00","Riksrevisionens rapport om statens skydd av hotade personer","ärendedebatt","56","TREDJE VICE TALMANNEN","TREDJE VICE TALMANNEN","0155487380917","HC01JuU4","N"
"HC0933","2024/25","33","2024-11-20 00:00:00","Riksrevisionens rapport om statens skydd av hotade personer","ärendedebatt","57","Sanna Backeskog (S)","S","0859909330720","HC01JuU4","N"
"HC0933","2024/25","33","2024-11-20 00:00:00","Riksrevisionens rapport om statens skydd av hotade personer","ärendedebatt","58","Ludvig Ceimertz (M)","M","0727772954327","HC01JuU4","N"
"HC0933","2024/25","33","2024-11-20 00:00:00","Riksrevisionens rapport om statens skydd av hotade personer","ärendedebatt","59","Gudrun Nordborg (V)","V","0961483563503","HC01JuU4","N"
"HC0933","2024/25","33","2024-11-20 00:00:00","Ett levande hav - ökat skydd, minskad övergödning och ett hållbart fiske","ärendedebatt","6","Emma Nohrén (MP)","MP","0880137451720","HC01MJU5","Y"
"HC0933","2024/25","33","2024-11-20 00:00:00","Riksrevisionens rapport om statens skydd av hotade personer","ärendedebatt","60","Ludvig Ceimertz (M)","M","0727772954327","HC01JuU4","Y"
"HC0933","2024/25","33","2024-11-20 00:00:00","Riksrevisionens rapport om statens skydd av hotade personer","ärendedebatt","61","Gudrun Nordborg (V)","V","0961483563503","HC01JuU4","Y"
"HC0933","2024/25","33","2024-11-20 00:00:00","Riksrevisionens rapport om statens skydd av hotade personer","ärendedebatt","62","Ludvig Ceimertz (M)","M","0727772954327","HC01JuU4","Y"
"HC0933","2024/25","33","2024-11-20 00:00:00","Riksrevisionens rapport om statens skydd av hotade personer","ärendedebatt","63","Gudrun Nordborg (V)","V","0961483563503","HC01JuU4","Y"
"HC0933","2024/25","33","2024-11-20 00:00:00","Riksrevisionens rapport om statens skydd av hotade personer","ärendedebatt","64","Torsten Elofsson (KD)","KD","0121015874810","HC01JuU4","N"
